"B73_noP_all_ONLY","B73_PvsB73_noP_ONLY","MICH_noPvsB73_noP_ONLY","MICH_PvsB73_noP_ONLY","B73_noP_all_B73_PvsB73_noP","B73_noP_all_MICH_noPvsB73_noP","B73_noP_all_MICH_PvsB73_noP","B73_PvsB73_noP_MICH_noPvsB73_noP","B73_PvsB73_noP_MICH_PvsB73_noP","MICH_noPvsB73_noP_MICH_PvsB73_noP","ALL"
NA,NA,NA,NA,"Zm00001eb148310","Zm00001eb011610","Zm00001eb411100","Zm00001eb322910","Zm00001eb145390","Zm00001eb112830","Zm00001eb219590"
NA,NA,NA,NA,"Zm00001eb309020","Zm00001eb186250","Zm00001eb185590","Zm00001eb388590","Zm00001eb286610","Zm00001eb229070","Zm00001eb438070"
NA,NA,NA,NA,"Zm00001eb158540","Zm00001eb163940","Zm00001eb324740","Zm00001eb174190","Zm00001eb030930","Zm00001eb409580","Zm00001eb310330"
NA,NA,NA,NA,"Zm00001eb400930","Zm00001eb239700","Zm00001eb293310","Zm00001eb045560","Zm00001eb008910","Zm00001eb196550","Zm00001eb050530"
NA,NA,NA,NA,"Zm00001eb222050","Zm00001eb142630","Zm00001eb108240","Zm00001eb167720","Zm00001eb295510","Zm00001eb239020","Zm00001eb195630"
NA,NA,NA,NA,"Zm00001eb356590","Zm00001eb189890","Zm00001eb192470","Zm00001eb430590","Zm00001eb192120","Zm00001eb411550","Zm00001eb286710"
NA,NA,NA,NA,"Zm00001eb208500","Zm00001eb058620","Zm00001eb343050","Zm00001eb416190","Zm00001eb381940","Zm00001eb314130","Zm00001eb301150"
NA,NA,NA,NA,"Zm00001eb251520","Zm00001eb360950","Zm00001eb370310","Zm00001eb036480","Zm00001eb099440","Zm00001eb093580","Zm00001eb406650"
NA,NA,NA,NA,"Zm00001eb011440","Zm00001eb027100","Zm00001eb053440","Zm00001eb059030","Zm00001eb051370","Zm00001eb411000","Zm00001eb077540"
NA,NA,NA,NA,"Zm00001eb169670","Zm00001eb263180","Zm00001eb365780","Zm00001eb248820","Zm00001eb320010","Zm00001eb162620","Zm00001eb129920"
NA,NA,NA,NA,"Zm00001eb353340","Zm00001eb212420","Zm00001eb105130","Zm00001eb365820","Zm00001eb251680","Zm00001eb327890","Zm00001eb125480"
NA,NA,NA,NA,"Zm00001eb192340","Zm00001eb003890","Zm00001eb212250","Zm00001eb095030","Zm00001eb166980","Zm00001eb392440","Zm00001eb409740"
NA,NA,NA,NA,"Zm00001eb084910","Zm00001eb261870","Zm00001eb297200","Zm00001eb193690","Zm00001eb190260","Zm00001eb258150","Zm00001eb074640"
NA,NA,NA,NA,"Zm00001eb229070","Zm00001eb312690","Zm00001eb316990","Zm00001eb072810","Zm00001eb057350","Zm00001eb349490","Zm00001eb109640"
NA,NA,NA,NA,"Zm00001eb351280","Zm00001eb272020","Zm00001eb011760","Zm00001eb145070","Zm00001eb102160","Zm00001eb370350","Zm00001eb045660"
NA,NA,NA,NA,"Zm00001eb409580","Zm00001eb219860","Zm00001eb025910","Zm00001eb209960","Zm00001eb295250","Zm00001eb287890","Zm00001eb330150"
NA,NA,NA,NA,"Zm00001eb119650","Zm00001eb231720","Zm00001eb124170","Zm00001eb185950","Zm00001eb034290","Zm00001eb077570","Zm00001eb204150"
NA,NA,NA,NA,"Zm00001eb239020","Zm00001eb278260","Zm00001eb364200","Zm00001eb429290","Zm00001eb192900","Zm00001eb361620","Zm00001eb316340"
NA,NA,NA,NA,"Zm00001eb314130","Zm00001eb149750","Zm00001eb233140","Zm00001eb317020","Zm00001eb041700","Zm00001eb409270","Zm00001eb184240"
NA,NA,NA,NA,"Zm00001eb317040","Zm00001eb101660","Zm00001eb250940","Zm00001eb041600","Zm00001eb048730","Zm00001eb190660","Zm00001eb346920"
NA,NA,NA,NA,"Zm00001eb093580","Zm00001eb310470","Zm00001eb143060","Zm00001eb140640","Zm00001eb259120","Zm00001eb399980","Zm00001eb367830"
NA,NA,NA,NA,"Zm00001eb411000","Zm00001eb087650","Zm00001eb163880","Zm00001eb156930","Zm00001eb023560","Zm00001eb431590","Zm00001eb109710"
NA,NA,NA,NA,"Zm00001eb016920","Zm00001eb228230","Zm00001eb046960","Zm00001eb176760","Zm00001eb002090","Zm00001eb400570","Zm00001eb267410"
NA,NA,NA,NA,"Zm00001eb162620","Zm00001eb119910","Zm00001eb206220","Zm00001eb425050","Zm00001eb415120","Zm00001eb216290","Zm00001eb373350"
NA,NA,NA,NA,"Zm00001eb221190","Zm00001eb044160","Zm00001eb387350","Zm00001eb301100","Zm00001eb419700","Zm00001eb223810","Zm00001eb156470"
NA,NA,NA,NA,"Zm00001eb174010","Zm00001eb411540","Zm00001eb186310","Zm00001eb433410","Zm00001eb314670","Zm00001eb248810","Zm00001eb440490"
NA,NA,NA,NA,"Zm00001eb327890","Zm00001eb042270","Zm00001eb414630","Zm00001eb035550","Zm00001eb422270","Zm00001eb370810","Zm00001eb008070"
NA,NA,NA,NA,"Zm00001eb392440","Zm00001eb013450","Zm00001eb413600","Zm00001eb147840","Zm00001eb079980","Zm00001eb299830","Zm00001eb158030"
NA,NA,NA,NA,"Zm00001eb258150","Zm00001eb032690","Zm00001eb211930","Zm00001eb070890","Zm00001eb049240","Zm00001eb047740","Zm00001eb240650"
NA,NA,NA,NA,"Zm00001eb267560","Zm00001eb167910","Zm00001eb162760","Zm00001eb034650","Zm00001eb158530","Zm00001eb013100","Zm00001eb408760"
NA,NA,NA,NA,"Zm00001eb349490","Zm00001eb060500","Zm00001eb121310","Zm00001eb234600","Zm00001eb408260","Zm00001eb132020","Zm00001eb119840"
NA,NA,NA,NA,"Zm00001eb250000","Zm00001eb254030","Zm00001eb121630","Zm00001eb277950","Zm00001eb307660","Zm00001eb321670","Zm00001eb097050"
NA,NA,NA,NA,"Zm00001eb370350","Zm00001eb298310","Zm00001eb117510","Zm00001eb134020","Zm00001eb187200","Zm00001eb134700","Zm00001eb215810"
NA,NA,NA,NA,"Zm00001eb287890","Zm00001eb030390","Zm00001eb251820","Zm00001eb214230","Zm00001eb294830","Zm00001eb209360","Zm00001eb324630"
NA,NA,NA,NA,"Zm00001eb077570","Zm00001eb097750","Zm00001eb072660","Zm00001eb247770","Zm00001eb078570","Zm00001eb091250","Zm00001eb067380"
NA,NA,NA,NA,"Zm00001eb150810","Zm00001eb302700","Zm00001eb109480","Zm00001eb273900","Zm00001eb286300","Zm00001eb157270","Zm00001eb127280"
NA,NA,NA,NA,"Zm00001eb361620","Zm00001eb052840","Zm00001eb293250","Zm00001eb082890","Zm00001eb287130","Zm00001eb295470","Zm00001eb418970"
NA,NA,NA,NA,"Zm00001eb409270","Zm00001eb188190","Zm00001eb067700","Zm00001eb166340","Zm00001eb154790","Zm00001eb376930","Zm00001eb431420"
NA,NA,NA,NA,"Zm00001eb431590","Zm00001eb401810","Zm00001eb235980","Zm00001eb210140","Zm00001eb327050","Zm00001eb081810","Zm00001eb267770"
NA,NA,NA,NA,"Zm00001eb400570","Zm00001eb070900","Zm00001eb321360","Zm00001eb116470","Zm00001eb398950","Zm00001eb188050","Zm00001eb411020"
NA,NA,NA,NA,"Zm00001eb216290","Zm00001eb328310","Zm00001eb017790","Zm00001eb191420","Zm00001eb057750","Zm00001eb360640","Zm00001eb299370"
NA,NA,NA,NA,"Zm00001eb401900","Zm00001eb330590","Zm00001eb432420","Zm00001eb179330","Zm00001eb175260","Zm00001eb418470","Zm00001eb432500"
NA,NA,NA,NA,"Zm00001eb223810","Zm00001eb343010","Zm00001eb080230","Zm00001eb312180","Zm00001eb103510","Zm00001eb421310","Zm00001eb260710"
NA,NA,NA,NA,"Zm00001eb248810","Zm00001eb047200","Zm00001eb172020","Zm00001eb034370","Zm00001eb089230","Zm00001eb072290","Zm00001eb301770"
NA,NA,NA,NA,"Zm00001eb321070","Zm00001eb016250","Zm00001eb324550","Zm00001eb413100","Zm00001eb308420","Zm00001eb260810","Zm00001eb369720"
NA,NA,NA,NA,"Zm00001eb367450","Zm00001eb058750","Zm00001eb242060","Zm00001eb291380","Zm00001eb335970","Zm00001eb170770","Zm00001eb063360"
NA,NA,NA,NA,"Zm00001eb370810","Zm00001eb054800","Zm00001eb316700","Zm00001eb011250","Zm00001eb189060","Zm00001eb409710","Zm00001eb157070"
NA,NA,NA,NA,"Zm00001eb299830","Zm00001eb094730","Zm00001eb338530","Zm00001eb267550","Zm00001eb406510","Zm00001eb422440","Zm00001eb321560"
NA,NA,NA,NA,"Zm00001eb047740","Zm00001eb382100","Zm00001eb008970","Zm00001eb184660","Zm00001eb316310","Zm00001eb132370","Zm00001eb075810"
NA,NA,NA,NA,"Zm00001eb153240","Zm00001eb429870","Zm00001eb019530","Zm00001eb224740","Zm00001eb184200","Zm00001eb369470","Zm00001eb180060"
NA,NA,NA,NA,"Zm00001eb013100","Zm00001eb147710","Zm00001eb409700","Zm00001eb270150","Zm00001eb396640","Zm00001eb105190","Zm00001eb407240"
NA,NA,NA,NA,"Zm00001eb132020","Zm00001eb028370","Zm00001eb148310","Zm00001eb006390","Zm00001eb377160","Zm00001eb292010","Zm00001eb099190"
NA,NA,NA,NA,"Zm00001eb321670","Zm00001eb165000","Zm00001eb309020","Zm00001eb040560","Zm00001eb412420","Zm00001eb233290","Zm00001eb125120"
NA,NA,NA,NA,"Zm00001eb370920","Zm00001eb261430","Zm00001eb158540","Zm00001eb121300","Zm00001eb222350","Zm00001eb131430","Zm00001eb178940"
NA,NA,NA,NA,"Zm00001eb015790","Zm00001eb194100","Zm00001eb400930","Zm00001eb337780","Zm00001eb426270","Zm00001eb205940","Zm00001eb345950"
NA,NA,NA,NA,"Zm00001eb134700","Zm00001eb024180","Zm00001eb222050","Zm00001eb227200","Zm00001eb383280","Zm00001eb207060","Zm00001eb347530"
NA,NA,NA,NA,"Zm00001eb091250","Zm00001eb235530","Zm00001eb356590","Zm00001eb151610","Zm00001eb313530","Zm00001eb417350","Zm00001eb118760"
NA,NA,NA,NA,"Zm00001eb157270","Zm00001eb145680","Zm00001eb208500","Zm00001eb290800","Zm00001eb332260","Zm00001eb095750","Zm00001eb085150"
NA,NA,NA,NA,"Zm00001eb295470","Zm00001eb135940","Zm00001eb251520","Zm00001eb378870","Zm00001eb434090","Zm00001eb164070","Zm00001eb264590"
NA,NA,NA,NA,"Zm00001eb081810","Zm00001eb352700","Zm00001eb011440","Zm00001eb295610","Zm00001eb162710","Zm00001eb163020","Zm00001eb402260"
NA,NA,NA,NA,"Zm00001eb360640","Zm00001eb153660","Zm00001eb169670","Zm00001eb334650","Zm00001eb298290","Zm00001eb309370","Zm00001eb092770"
NA,NA,NA,NA,"Zm00001eb418470","Zm00001eb015960","Zm00001eb353340","Zm00001eb008290","Zm00001eb124100","Zm00001eb360170","Zm00001eb316040"
NA,NA,NA,NA,"Zm00001eb005830","Zm00001eb204960","Zm00001eb192340","Zm00001eb064400","Zm00001eb233850","Zm00001eb060020","Zm00001eb135770"
NA,NA,NA,NA,"Zm00001eb421310","Zm00001eb219590","Zm00001eb084910","Zm00001eb152460","Zm00001eb020710","Zm00001eb323340","Zm00001eb137100"
NA,NA,NA,NA,"Zm00001eb072290","Zm00001eb438070","Zm00001eb229070","Zm00001eb090350","Zm00001eb098970","Zm00001eb273940","Zm00001eb291900"
NA,NA,NA,NA,"Zm00001eb260810","Zm00001eb310330","Zm00001eb351280","Zm00001eb192780","Zm00001eb211890","Zm00001eb322910","Zm00001eb331820"
NA,NA,NA,NA,"Zm00001eb170770","Zm00001eb050530","Zm00001eb409580","Zm00001eb223090","Zm00001eb240460","Zm00001eb388590","Zm00001eb338510"
NA,NA,NA,NA,"Zm00001eb172000","Zm00001eb195630","Zm00001eb061400","Zm00001eb032600","Zm00001eb067900","Zm00001eb174190","Zm00001eb120200"
NA,NA,NA,NA,"Zm00001eb189850","Zm00001eb286710","Zm00001eb119650","Zm00001eb297620","Zm00001eb140320","Zm00001eb045560","Zm00001eb182740"
NA,NA,NA,NA,"Zm00001eb064440","Zm00001eb301150","Zm00001eb239020","Zm00001eb011610","Zm00001eb431560","Zm00001eb167720","Zm00001eb294440"
NA,NA,NA,NA,"Zm00001eb064340","Zm00001eb406650","Zm00001eb314130","Zm00001eb186250","Zm00001eb211920","Zm00001eb430590","Zm00001eb202760"
NA,NA,NA,NA,"Zm00001eb409710","Zm00001eb077540","Zm00001eb317040","Zm00001eb163940","Zm00001eb109110","Zm00001eb183030","Zm00001eb165310"
NA,NA,NA,NA,"Zm00001eb422440","Zm00001eb129920","Zm00001eb093580","Zm00001eb239700","Zm00001eb215510","Zm00001eb416190","Zm00001eb053010"
NA,NA,NA,NA,"Zm00001eb126680","Zm00001eb125480","Zm00001eb411000","Zm00001eb142630","Zm00001eb312490","Zm00001eb036480","Zm00001eb227670"
NA,NA,NA,NA,"Zm00001eb369470","Zm00001eb409740","Zm00001eb016920","Zm00001eb189890","Zm00001eb386680","Zm00001eb059030","Zm00001eb058260"
NA,NA,NA,NA,"Zm00001eb105190","Zm00001eb074640","Zm00001eb162620","Zm00001eb058620","Zm00001eb000510","Zm00001eb248820","Zm00001eb346870"
NA,NA,NA,NA,"Zm00001eb292010","Zm00001eb109640","Zm00001eb221190","Zm00001eb360950","Zm00001eb030380","Zm00001eb365820","Zm00001eb419110"
NA,NA,NA,NA,"Zm00001eb316740","Zm00001eb427760","Zm00001eb174010","Zm00001eb027100","Zm00001eb237580","Zm00001eb095030","Zm00001eb122240"
NA,NA,NA,NA,"Zm00001eb233290","Zm00001eb045660","Zm00001eb327890","Zm00001eb263180","Zm00001eb269300","Zm00001eb193690","Zm00001eb359470"
NA,NA,NA,NA,"Zm00001eb376900","Zm00001eb330150","Zm00001eb392440","Zm00001eb212420","Zm00001eb300920","Zm00001eb072810","Zm00001eb122180"
NA,NA,NA,NA,"Zm00001eb131430","Zm00001eb204150","Zm00001eb258150","Zm00001eb003890","Zm00001eb360750","Zm00001eb145070","Zm00001eb022920"
NA,NA,NA,NA,"Zm00001eb205940","Zm00001eb316340","Zm00001eb267560","Zm00001eb261870","Zm00001eb302560","Zm00001eb209960","Zm00001eb127210"
NA,NA,NA,NA,"Zm00001eb207060","Zm00001eb184240","Zm00001eb349490","Zm00001eb312690","Zm00001eb380860","Zm00001eb185950","Zm00001eb222510"
NA,NA,NA,NA,"Zm00001eb417350","Zm00001eb346920","Zm00001eb250000","Zm00001eb272020","Zm00001eb411100","Zm00001eb429290","Zm00001eb292220"
NA,NA,NA,NA,"Zm00001eb095750","Zm00001eb367830","Zm00001eb370350","Zm00001eb219860","Zm00001eb185590","Zm00001eb317020","Zm00001eb324480"
NA,NA,NA,NA,"Zm00001eb164070","Zm00001eb109710","Zm00001eb007490","Zm00001eb231720","Zm00001eb324740","Zm00001eb041600","Zm00001eb119010"
NA,NA,NA,NA,"Zm00001eb234680","Zm00001eb267410","Zm00001eb287890","Zm00001eb278260","Zm00001eb293310","Zm00001eb140640","Zm00001eb183150"
NA,NA,NA,NA,"Zm00001eb163020","Zm00001eb373350","Zm00001eb077570","Zm00001eb149750","Zm00001eb188460","Zm00001eb156930","Zm00001eb196020"
NA,NA,NA,NA,"Zm00001eb309370","Zm00001eb156470","Zm00001eb150810","Zm00001eb101660","Zm00001eb343050","Zm00001eb176760","Zm00001eb322850"
NA,NA,NA,NA,"Zm00001eb360170","Zm00001eb440490","Zm00001eb361620","Zm00001eb310470","Zm00001eb370310","Zm00001eb425050","Zm00001eb120220"
NA,NA,NA,NA,"Zm00001eb060020","Zm00001eb008070","Zm00001eb409270","Zm00001eb087650","Zm00001eb053440","Zm00001eb301100","Zm00001eb374530"
NA,NA,NA,NA,"Zm00001eb323340","Zm00001eb158030","Zm00001eb431590","Zm00001eb228230","Zm00001eb366510","Zm00001eb433410","Zm00001eb258670"
NA,NA,NA,NA,"Zm00001eb099850","Zm00001eb240650","Zm00001eb400570","Zm00001eb119910","Zm00001eb413390","Zm00001eb035550","Zm00001eb126170"
NA,NA,NA,NA,"Zm00001eb337860","Zm00001eb408760","Zm00001eb216290","Zm00001eb332450","Zm00001eb365780","Zm00001eb147840","Zm00001eb417480"
NA,NA,NA,NA,"Zm00001eb056050","Zm00001eb119840","Zm00001eb401900","Zm00001eb044160","Zm00001eb212250","Zm00001eb070890","Zm00001eb429960"
NA,NA,NA,NA,"Zm00001eb273940","Zm00001eb097050","Zm00001eb223810","Zm00001eb411540","Zm00001eb316990","Zm00001eb034650","Zm00001eb208250"
NA,NA,NA,NA,"Zm00001eb322910","Zm00001eb215810","Zm00001eb248810","Zm00001eb042270","Zm00001eb011760","Zm00001eb234600","Zm00001eb139500"
NA,NA,NA,NA,"Zm00001eb071770","Zm00001eb324630","Zm00001eb321070","Zm00001eb032690","Zm00001eb025910","Zm00001eb277950","Zm00001eb222540"
NA,NA,NA,NA,"Zm00001eb261260","Zm00001eb067380","Zm00001eb367450","Zm00001eb167910","Zm00001eb124170","Zm00001eb134020","Zm00001eb182940"
NA,NA,NA,NA,"Zm00001eb388590","Zm00001eb127280","Zm00001eb370810","Zm00001eb060500","Zm00001eb364200","Zm00001eb214230","Zm00001eb079150"
NA,NA,NA,NA,"Zm00001eb174190","Zm00001eb418970","Zm00001eb299830","Zm00001eb254030","Zm00001eb233140","Zm00001eb247770","Zm00001eb155260"
NA,NA,NA,NA,"Zm00001eb045560","Zm00001eb431420","Zm00001eb047740","Zm00001eb298310","Zm00001eb250940","Zm00001eb273900","Zm00001eb360620"
NA,NA,NA,NA,"Zm00001eb167720","Zm00001eb267770","Zm00001eb153240","Zm00001eb030390","Zm00001eb143060","Zm00001eb082890","Zm00001eb117430"
NA,NA,NA,NA,"Zm00001eb432020","Zm00001eb411020","Zm00001eb013100","Zm00001eb097750","Zm00001eb046960","Zm00001eb166340","Zm00001eb380260"
NA,NA,NA,NA,"Zm00001eb430590","Zm00001eb299370","Zm00001eb132020","Zm00001eb302700","Zm00001eb206220","Zm00001eb210140","Zm00001eb392050"
NA,NA,NA,NA,"Zm00001eb111570","Zm00001eb432500","Zm00001eb321670","Zm00001eb052840","Zm00001eb387350","Zm00001eb116470","Zm00001eb200710"
NA,NA,NA,NA,"Zm00001eb416190","Zm00001eb260710","Zm00001eb370920","Zm00001eb188190","Zm00001eb149730","Zm00001eb191420","Zm00001eb328470"
NA,NA,NA,NA,"Zm00001eb426740","Zm00001eb301770","Zm00001eb015790","Zm00001eb401810","Zm00001eb414630","Zm00001eb179330","Zm00001eb200120"
NA,NA,NA,NA,"Zm00001eb059030","Zm00001eb369720","Zm00001eb134700","Zm00001eb010840","Zm00001eb413600","Zm00001eb312180","Zm00001eb018440"
NA,NA,NA,NA,"Zm00001eb046540","Zm00001eb063360","Zm00001eb072910","Zm00001eb167660","Zm00001eb211930","Zm00001eb034370","Zm00001eb120900"
NA,NA,NA,NA,"Zm00001eb335300","Zm00001eb157070","Zm00001eb091250","Zm00001eb070900","Zm00001eb162760","Zm00001eb413100","Zm00001eb280980"
NA,NA,NA,NA,"Zm00001eb365820","Zm00001eb321560","Zm00001eb157270","Zm00001eb264620","Zm00001eb121310","Zm00001eb291380","Zm00001eb285070"
NA,NA,NA,NA,"Zm00001eb095030","Zm00001eb075810","Zm00001eb295470","Zm00001eb172590","Zm00001eb121630","Zm00001eb011250","Zm00001eb105070"
NA,NA,NA,NA,"Zm00001eb193690","Zm00001eb180060","Zm00001eb081810","Zm00001eb328310","Zm00001eb117510","Zm00001eb267550","Zm00001eb071400"
NA,NA,NA,NA,"Zm00001eb072810","Zm00001eb407240","Zm00001eb360640","Zm00001eb330590","Zm00001eb251820","Zm00001eb184660","Zm00001eb025100"
NA,NA,NA,NA,"Zm00001eb145070","Zm00001eb099190","Zm00001eb418470","Zm00001eb343010","Zm00001eb072660","Zm00001eb224740","Zm00001eb152010"
NA,NA,NA,NA,"Zm00001eb209960","Zm00001eb125120","Zm00001eb005830","Zm00001eb047200","Zm00001eb109480","Zm00001eb270150","Zm00001eb192430"
NA,NA,NA,NA,"Zm00001eb332630","Zm00001eb178940","Zm00001eb421310","Zm00001eb016250","Zm00001eb067700","Zm00001eb006390","Zm00001eb251230"
NA,NA,NA,NA,"Zm00001eb039810","Zm00001eb345950","Zm00001eb072290","Zm00001eb058750","Zm00001eb235980","Zm00001eb040560","Zm00001eb392980"
NA,NA,NA,NA,"Zm00001eb185950","Zm00001eb347530","Zm00001eb260810","Zm00001eb054800","Zm00001eb321360","Zm00001eb121300","Zm00001eb117220"
NA,NA,NA,NA,"Zm00001eb287190","Zm00001eb118760","Zm00001eb170770","Zm00001eb094730","Zm00001eb017790","Zm00001eb337780","Zm00001eb245920"
NA,NA,NA,NA,"Zm00001eb429290","Zm00001eb085150","Zm00001eb172000","Zm00001eb382100","Zm00001eb432420","Zm00001eb227200","Zm00001eb284380"
NA,NA,NA,NA,"Zm00001eb317020","Zm00001eb264590","Zm00001eb064440","Zm00001eb429870","Zm00001eb080230","Zm00001eb151610","Zm00001eb289190"
NA,NA,NA,NA,"Zm00001eb041600","Zm00001eb402260","Zm00001eb064340","Zm00001eb147710","Zm00001eb188220","Zm00001eb290800","Zm00001eb078810"
NA,NA,NA,NA,"Zm00001eb133040","Zm00001eb092770","Zm00001eb409710","Zm00001eb028370","Zm00001eb324550","Zm00001eb378870","Zm00001eb212610"
NA,NA,NA,NA,"Zm00001eb017730","Zm00001eb316040","Zm00001eb422440","Zm00001eb165000","Zm00001eb242060","Zm00001eb295610","Zm00001eb039420"
NA,NA,NA,NA,"Zm00001eb156930","Zm00001eb135770","Zm00001eb126680","Zm00001eb261430","Zm00001eb316700","Zm00001eb334650","Zm00001eb017070"
NA,NA,NA,NA,"Zm00001eb176760","Zm00001eb137100","Zm00001eb369470","Zm00001eb194100","Zm00001eb338530","Zm00001eb008290","Zm00001eb418140"
NA,NA,NA,NA,"Zm00001eb425050","Zm00001eb291900","Zm00001eb105190","Zm00001eb024180","Zm00001eb008970","Zm00001eb064400","Zm00001eb324580"
NA,NA,NA,NA,"Zm00001eb033050","Zm00001eb331820","Zm00001eb292010","Zm00001eb235530","Zm00001eb328420","Zm00001eb152460","Zm00001eb329900"
NA,NA,NA,NA,"Zm00001eb433410","Zm00001eb338510","Zm00001eb233290","Zm00001eb145680","Zm00001eb019530","Zm00001eb090350","Zm00001eb056320"
NA,NA,NA,NA,"Zm00001eb047510","Zm00001eb120200","Zm00001eb376900","Zm00001eb386550","Zm00001eb409700","Zm00001eb192780","Zm00001eb252000"
NA,NA,NA,NA,"Zm00001eb383540","Zm00001eb182740","Zm00001eb131430","Zm00001eb135940","Zm00001eb148310","Zm00001eb223090","Zm00001eb008200"
NA,NA,NA,NA,"Zm00001eb035550","Zm00001eb294440","Zm00001eb205940","Zm00001eb352700","Zm00001eb309020","Zm00001eb032600","Zm00001eb156680"
NA,NA,NA,NA,"Zm00001eb171060","Zm00001eb202760","Zm00001eb207060","Zm00001eb153660","Zm00001eb158540","Zm00001eb297620","Zm00001eb388620"
NA,NA,NA,NA,"Zm00001eb147840","Zm00001eb165310","Zm00001eb417350","Zm00001eb015960","Zm00001eb194270","Zm00001eb011610","Zm00001eb146780"
NA,NA,NA,NA,"Zm00001eb070890","Zm00001eb053010","Zm00001eb095750","Zm00001eb204960","Zm00001eb400930","Zm00001eb186250","Zm00001eb005900"
NA,NA,NA,NA,"Zm00001eb310840","Zm00001eb227670","Zm00001eb164070","Zm00001eb219590","Zm00001eb222050","Zm00001eb163940","Zm00001eb153630"
NA,NA,NA,NA,"Zm00001eb034650","Zm00001eb058260","Zm00001eb234680","Zm00001eb438070","Zm00001eb356590","Zm00001eb239700","Zm00001eb360090"
NA,NA,NA,NA,"Zm00001eb185780","Zm00001eb346870","Zm00001eb163020","Zm00001eb310330","Zm00001eb379130","Zm00001eb142630","Zm00001eb020060"
NA,NA,NA,NA,"Zm00001eb244610","Zm00001eb419110","Zm00001eb309370","Zm00001eb050530","Zm00001eb208500","Zm00001eb189890","Zm00001eb334630"
NA,NA,NA,NA,"Zm00001eb234600","Zm00001eb122240","Zm00001eb126160","Zm00001eb195630","Zm00001eb251520","Zm00001eb058620","Zm00001eb162990"
NA,NA,NA,NA,"Zm00001eb277950","Zm00001eb359470","Zm00001eb360170","Zm00001eb286710","Zm00001eb279820","Zm00001eb360950","Zm00001eb160830"
NA,NA,NA,NA,"Zm00001eb134020","Zm00001eb122180","Zm00001eb060020","Zm00001eb301150","Zm00001eb011440","Zm00001eb027100","Zm00001eb318680"
NA,NA,NA,NA,"Zm00001eb214230","Zm00001eb022920","Zm00001eb323340","Zm00001eb406650","Zm00001eb169670","Zm00001eb263180","Zm00001eb277420"
NA,NA,NA,NA,"Zm00001eb247770","Zm00001eb127210","Zm00001eb099850","Zm00001eb077540","Zm00001eb353340","Zm00001eb212420","Zm00001eb019640"
NA,NA,NA,NA,"Zm00001eb273900","Zm00001eb222510","Zm00001eb337860","Zm00001eb129920","Zm00001eb192340","Zm00001eb003890","Zm00001eb162470"
NA,NA,NA,NA,"Zm00001eb082890","Zm00001eb292220","Zm00001eb056050","Zm00001eb125480","Zm00001eb084910","Zm00001eb261870","Zm00001eb005930"
NA,NA,NA,NA,"Zm00001eb367310","Zm00001eb324480","Zm00001eb273940","Zm00001eb371420","Zm00001eb112830","Zm00001eb312690","Zm00001eb000770"
NA,NA,NA,NA,"Zm00001eb210140","Zm00001eb119010","Zm00001eb322910","Zm00001eb409740","Zm00001eb229070","Zm00001eb272020","Zm00001eb244580"
NA,NA,NA,NA,"Zm00001eb116470","Zm00001eb183150","Zm00001eb071770","Zm00001eb074640","Zm00001eb351280","Zm00001eb219860","Zm00001eb229570"
NA,NA,NA,NA,"Zm00001eb351090","Zm00001eb196020","Zm00001eb388590","Zm00001eb109640","Zm00001eb409580","Zm00001eb231720","Zm00001eb079490"
NA,NA,NA,NA,"Zm00001eb179330","Zm00001eb322850","Zm00001eb174190","Zm00001eb427760","Zm00001eb196550","Zm00001eb278260","Zm00001eb155480"
NA,NA,NA,NA,"Zm00001eb312180","Zm00001eb120220","Zm00001eb045560","Zm00001eb045660","Zm00001eb119650","Zm00001eb149750","Zm00001eb131750"
NA,NA,NA,NA,"Zm00001eb034370","Zm00001eb374530","Zm00001eb167720","Zm00001eb330150","Zm00001eb239020","Zm00001eb101660","Zm00001eb422480"
NA,NA,NA,NA,"Zm00001eb413100","Zm00001eb258670","Zm00001eb432020","Zm00001eb204150","Zm00001eb411550","Zm00001eb310470","Zm00001eb294980"
NA,NA,NA,NA,"Zm00001eb291380","Zm00001eb126170","Zm00001eb430590","Zm00001eb316340","Zm00001eb314130","Zm00001eb087650","Zm00001eb323770"
NA,NA,NA,NA,"Zm00001eb011250","Zm00001eb417480","Zm00001eb111570","Zm00001eb184240","Zm00001eb317040","Zm00001eb228230","Zm00001eb084970"
NA,NA,NA,NA,"Zm00001eb267550","Zm00001eb429960","Zm00001eb416190","Zm00001eb346920","Zm00001eb093580","Zm00001eb119910","Zm00001eb005420"
NA,NA,NA,NA,"Zm00001eb184660","Zm00001eb208250","Zm00001eb426740","Zm00001eb367830","Zm00001eb411000","Zm00001eb332450","Zm00001eb390300"
NA,NA,NA,NA,"Zm00001eb359610","Zm00001eb139500","Zm00001eb059030","Zm00001eb109710","Zm00001eb016920","Zm00001eb044160","Zm00001eb138280"
NA,NA,NA,NA,"Zm00001eb270150","Zm00001eb222540","Zm00001eb046540","Zm00001eb267410","Zm00001eb162620","Zm00001eb411540","Zm00001eb419980"
NA,NA,NA,NA,"Zm00001eb303710","Zm00001eb182940","Zm00001eb335300","Zm00001eb373350","Zm00001eb221190","Zm00001eb042270","Zm00001eb043240"
NA,NA,NA,NA,"Zm00001eb006390","Zm00001eb079150","Zm00001eb365820","Zm00001eb156470","Zm00001eb174010","Zm00001eb013450","Zm00001eb254850"
