gene,p-value,R-squared,p.valor_beta0,p.valor_MICH_noPvsB73_noP,p.valor_Time,p.valor_TimexMICH_noP,p.valor_Time2,p.valor_Time2xMICH_noP,p.valor_Time3,p.valor_Time3xMICH_noP
Zm00001eb020800,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb020950,3.64E-07,0.60445183,2.12E-11,NA,NA,NA,0.001566275,NA,0.00626941,NA
Zm00001eb021020,4.78E-09,0.699013556,1.01E-10,NA,0.004490965,NA,0.042203971,NA,NA,NA
Zm00001eb021060,1.50E-10,0.841974719,0.001073769,0.003037842,0.001872653,0.003794918,0.001271061,0.003719593,0.001116708,0.003926918
Zm00001eb021360,7.28E-07,0.673113059,1.16E-08,NA,NA,NA,0.00454378,0.034948394,0.023748811,NA
Zm00001eb021370,4.14E-06,0.617990169,1.13E-17,NA,NA,NA,0.017298196,0.00343807,NA,0.009253429
Zm00001eb021590,1.89E-12,0.703182422,7.40E-05,NA,NA,NA,8.13E-05,NA,0.000636348,NA
Zm00001eb021600,2.03E-07,0.608359238,5.02E-05,NA,NA,NA,0.001866204,NA,0.00823679,NA
Zm00001eb021650,2.20E-14,0.783164927,2.10E-16,NA,NA,NA,0.000266065,NA,0.00231142,NA
Zm00001eb021700,6.60E-10,0.662314601,4.17E-08,NA,2.23E-06,NA,NA,NA,NA,NA
Zm00001eb021720,4.93E-08,0.661459622,5.28E-10,NA,1.06E-05,NA,NA,0.017552848,NA,NA
Zm00001eb021790,1.75E-09,0.70546785,2.20E-13,NA,NA,NA,0.00168305,NA,0.010332329,NA
Zm00001eb021800,8.71E-25,0.877925596,5.77E-12,NA,NA,NA,1.05E-05,NA,8.56E-05,NA
Zm00001eb021830,9.06E-10,0.721162948,1.52E-24,NA,NA,NA,NA,5.97E-05,5.82E-06,NA
Zm00001eb021880,8.79E-09,0.722396862,2.51E-16,NA,NA,NA,0.000748833,0.014781991,0.004487278,NA
Zm00001eb021980,2.56E-07,0.707026408,3.82E-13,NA,NA,0.005074833,0.001475084,0.019437546,0.00192833,NA
Zm00001eb022040,3.53E-14,0.792376647,1.02E-22,NA,7.55E-07,NA,NA,0.037894566,NA,NA
Zm00001eb022050,4.04E-05,0.616817936,1.58E-12,NA,NA,NA,0.009918452,NA,0.0264454,NA
Zm00001eb022060,0.000588052,0.60660439,0.000194249,0.035025319,0.035286321,0.033909017,NA,0.0363909,NA,0.041621666
Zm00001eb022170,1.94E-06,0.623884289,1.00E-06,NA,0.012457821,NA,NA,0.000942659,NA,0.001826131
Zm00001eb022360,5.87E-22,0.844047365,NA,NA,NA,NA,0.003139259,0.000844038,0.012429962,0.002116559
Zm00001eb022390,4.02E-07,0.662915589,8.58E-09,0.013655932,NA,NA,0.000341506,NA,0.000802383,NA
Zm00001eb022720,9.13E-06,0.703731414,1.77E-09,0.014297791,NA,0.008441536,0.015343162,0.008450149,0.028547948,NA
Zm00001eb022780,5.63E-06,0.658789045,0.017782099,NA,0.033443172,0.007899669,0.016317777,0.005179589,NA,0.004304334
Zm00001eb022860,1.38E-09,0.664591184,4.90E-21,NA,NA,NA,1.24E-05,NA,NA,NA
Zm00001eb022920,6.97E-07,0.635832234,0.000150166,NA,6.30E-05,0.036436179,NA,NA,NA,NA
Zm00001eb022950,4.14E-10,0.745846024,0.020456563,NA,0.001622055,NA,0.018845714,NA,NA,NA
Zm00001eb022970,4.28E-19,0.773087475,NA,NA,NA,0.000173847,2.04E-05,NA,NA,NA
Zm00001eb022980,6.36E-07,0.630094559,1.13E-15,NA,NA,NA,4.40E-05,0.018050134,NA,NA
Zm00001eb023160,3.95E-07,0.641847464,1.84E-16,NA,NA,NA,0.007557891,NA,0.032663447,NA
Zm00001eb023210,1.71E-09,0.701891084,1.69E-11,NA,NA,NA,0.000219951,0.000208198,NA,NA
Zm00001eb023230,1.31E-06,0.66382719,6.58E-14,NA,NA,NA,0.000181153,0.031418935,NA,NA
Zm00001eb023510,2.87E-07,0.602735883,1.09E-22,NA,NA,NA,6.42E-05,NA,NA,NA
Zm00001eb023540,2.07E-10,0.708357098,1.15E-08,NA,NA,NA,4.93E-05,0.003300292,NA,NA
Zm00001eb023650,0.000360956,0.605900086,1.13E-09,NA,0.008915499,0.004269351,0.008091398,0.009619272,NA,NA
Zm00001eb023680,4.25E-07,0.639030727,2.81E-07,NA,NA,NA,0.002744069,NA,0.010630985,NA
Zm00001eb023740,1.02E-06,0.665735202,1.19E-11,NA,NA,NA,0.000323565,0.038294027,NA,NA
Zm00001eb024130,2.62E-09,0.716384665,2.15E-20,NA,NA,NA,0.000298089,NA,0.001287201,NA
Zm00001eb024240,3.61E-07,0.668039431,4.12E-13,NA,4.52E-05,0.021673243,NA,NA,NA,NA
Zm00001eb024330,5.44E-08,0.675003093,6.03E-18,NA,NA,NA,0.000328943,NA,0.00117419,NA
Zm00001eb024390,1.34E-06,0.650482036,5.87E-07,NA,NA,0.029377442,0.000832538,0.005227896,NA,NA
Zm00001eb024430,2.74E-18,0.790987512,2.33E-06,0.001376024,NA,NA,0.000672257,NA,0.006341633,NA
Zm00001eb024550,0.000220935,0.606063659,1.59E-20,0.001761412,NA,0.002605558,0.015319057,0.008800908,NA,NA
Zm00001eb024960,1.56E-10,0.730808945,2.79E-19,NA,NA,NA,0.001292343,NA,0.007916406,NA
Zm00001eb025070,6.71E-06,0.615613612,1.41E-10,NA,0.002753203,NA,NA,NA,0.043389813,NA
Zm00001eb025100,1.24E-06,0.602226646,0.00011934,NA,0.000964882,NA,0.004999302,NA,NA,NA
Zm00001eb025140,4.03E-12,0.760076667,4.09E-25,NA,1.77E-06,NA,NA,0.022432264,NA,NA
Zm00001eb025160,1.33E-28,0.920097382,9.49E-10,0.018163833,NA,0.00909386,0.000147792,0.004543377,0.000286744,0.002793446
Zm00001eb025190,2.68E-07,0.660120947,2.06E-14,NA,NA,NA,0.000188162,NA,NA,0.00376439
Zm00001eb025220,9.50E-07,0.607351703,0.00655823,NA,0.000721464,0.00185615,NA,0.002100977,NA,NA
Zm00001eb025400,1.64E-13,0.784414677,5.32E-06,NA,NA,NA,0.000169228,NA,0.001137893,NA
Zm00001eb025490,6.41E-18,0.857715112,0.014087162,NA,7.34E-05,NA,0.000217384,0.006803178,0.000639709,0.009824802
Zm00001eb025640,1.86E-06,0.617155569,3.82E-11,NA,0.000743641,NA,0.003177436,NA,NA,NA
Zm00001eb025720,1.49E-07,0.632262454,NA,NA,NA,NA,0.005537948,NA,0.01537459,NA
Zm00001eb025770,2.19E-11,0.771247398,0.034576612,0.031071656,0.015291512,0.029561231,0.030743843,0.042703832,NA,NA
Zm00001eb025880,3.01E-22,0.871254411,9.51E-08,NA,0.001188105,0.006317823,0.003748726,NA,0.006739082,NA
Zm00001eb025980,9.40E-08,0.654936902,NA,NA,0.00076199,0.011436959,NA,NA,NA,NA
Zm00001eb026680,2.75E-24,0.879056336,3.98E-09,NA,0.000135965,0.003681355,NA,NA,NA,NA
Zm00001eb026900,8.97E-08,0.622162694,0.036978312,NA,2.51E-05,NA,2.62E-05,NA,NA,NA
Zm00001eb027020,9.00E-11,0.7381832,0.000103057,NA,7.93E-06,NA,NA,0.043876157,NA,0.020251936
Zm00001eb027280,7.60E-07,0.645313577,NA,0.005397389,0.000430963,NA,0.000844972,NA,NA,NA
Zm00001eb027330,7.03E-06,0.732379134,NA,0.037939939,0.015741108,0.021508206,0.010560242,0.018817656,0.007896635,0.018165858
Zm00001eb027390,2.55E-15,0.790539709,0.00035776,NA,0.000227437,NA,0.00575967,NA,NA,NA
Zm00001eb027590,5.03E-06,0.604632918,1.06E-13,NA,0.001441743,NA,0.005996679,NA,NA,NA
Zm00001eb027700,9.95E-08,0.661183836,4.12E-05,NA,0.000248363,NA,8.56E-05,0.009494978,NA,NA
Zm00001eb027740,1.40E-09,0.713631939,1.39E-14,NA,NA,NA,1.50E-05,0.001656356,NA,NA
Zm00001eb027840,7.34E-07,0.748072963,3.40E-06,0.030529217,NA,0.016890831,0.028371853,0.01431596,0.016536581,0.012593766
Zm00001eb027900,2.05E-08,0.690256614,3.57E-14,NA,NA,NA,0.000125845,NA,NA,0.008701887
Zm00001eb027920,5.60E-08,0.620595102,6.24E-11,NA,NA,NA,3.46E-05,NA,NA,NA
Zm00001eb027950,4.90E-09,0.707156843,5.42E-13,NA,8.70E-05,NA,0.000453041,NA,NA,NA
Zm00001eb028010,5.39E-07,0.619292653,NA,NA,0.00360222,NA,0.022992475,NA,NA,NA
Zm00001eb028060,1.49E-06,0.627011639,1.18E-12,NA,0.00175341,NA,0.008953347,NA,NA,NA
Zm00001eb028210,3.55E-08,0.729846214,1.43E-09,0.021869793,NA,0.016709667,0.000348068,NA,0.00119721,NA
Zm00001eb028370,1.89E-06,0.663166297,4.43E-20,NA,NA,0.000339353,0.003050026,NA,NA,NA
Zm00001eb028510,9.79E-11,0.781116662,8.91E-19,0.003404626,NA,0.006453701,0.002631142,0.00984626,NA,NA
Zm00001eb028610,7.03E-10,0.712412835,NA,NA,NA,NA,6.66E-05,NA,NA,0.033163693
Zm00001eb028860,2.87E-09,0.748761298,3.88E-06,NA,NA,NA,0.002101116,NA,0.014954254,0.017060709
Zm00001eb029210,1.20E-10,0.744652726,0.00213908,NA,NA,NA,0.002975085,0.001844001,NA,NA
Zm00001eb029520,3.47E-12,0.762626853,1.63E-26,NA,NA,0.006022539,9.11E-07,NA,NA,NA
Zm00001eb029530,1.09E-11,0.780449094,3.02E-14,NA,NA,NA,0.001812952,0.005205771,0.01757994,NA
Zm00001eb029550,1.31E-06,0.625302911,6.11E-18,NA,NA,NA,0.006157462,NA,0.023827574,NA
Zm00001eb029590,5.46E-09,0.657859157,3.24E-05,NA,0.004851818,NA,0.023172586,NA,NA,NA
Zm00001eb029610,3.47E-07,0.618676813,2.06E-10,NA,0.001074436,NA,0.004713167,NA,NA,NA
Zm00001eb029770,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb029940,7.49E-07,0.708818461,0.001646101,NA,0.028614172,0.024490431,0.031938417,0.019895246,0.022544116,NA
Zm00001eb029980,7.50E-12,0.761135286,6.72E-06,NA,NA,0.010704355,0.001742685,0.010985329,0.005300411,0.016651713
Zm00001eb030190,2.59E-13,0.760080083,2.68E-05,NA,NA,NA,3.11E-05,0.004146072,NA,NA
Zm00001eb030730,1.85E-09,0.684269376,4.49E-07,NA,2.95E-05,NA,NA,NA,NA,0.019943385
Zm00001eb030740,7.34E-08,0.677855016,NA,NA,8.25E-05,NA,NA,NA,NA,0.01233487
Zm00001eb030970,4.17E-09,0.70347277,6.89E-16,NA,2.93E-05,NA,NA,NA,NA,0.014181602
Zm00001eb030990,1.12E-07,0.625672495,5.64E-12,NA,3.03E-05,NA,NA,NA,NA,NA
Zm00001eb031100,3.11E-12,0.778988006,5.24E-05,NA,0.000186848,0.039963601,0.002898998,NA,NA,NA
Zm00001eb031270,7.77E-07,0.605050441,9.00E-18,NA,NA,NA,0.000110728,NA,NA,NA
Zm00001eb031340,3.59E-07,0.646585256,3.71E-11,NA,0.005616681,NA,0.036598656,NA,NA,NA
Zm00001eb031370,8.60E-09,0.751148551,0.008936951,NA,0.004883487,NA,0.010828717,0.035511181,0.022099906,0.048827976
Zm00001eb031590,4.60E-08,0.664905087,5.91E-10,NA,NA,NA,0.003917044,NA,0.018918624,NA
Zm00001eb031790,3.82E-10,0.700695187,3.52E-29,NA,NA,NA,6.17E-06,NA,NA,NA
Zm00001eb031870,4.31E-17,0.826632368,1.85E-22,NA,1.27E-07,0.012982177,NA,NA,NA,NA
Zm00001eb031930,1.23E-07,0.643610228,3.29E-17,NA,NA,NA,0.000745012,NA,0.00292578,NA
Zm00001eb032330,5.83E-06,0.611724263,NA,NA,0.00037851,NA,NA,NA,NA,0.026054849
Zm00001eb032380,2.85E-13,0.812907106,5.21E-18,0.034219963,NA,NA,0.000929406,NA,0.005945038,NA
Zm00001eb032420,1.72E-08,0.759048755,5.82E-05,0.017188862,0.001930992,0.025385652,NA,NA,NA,NA
Zm00001eb032560,1.29E-09,0.726222307,NA,NA,NA,NA,6.58E-05,0.02554781,NA,NA
Zm00001eb032570,7.33E-13,0.784017666,NA,NA,NA,NA,0.00599859,0.000540144,0.013590056,NA
Zm00001eb032590,7.33E-13,0.784017666,NA,NA,NA,NA,0.00599859,0.000540144,0.013590056,NA
Zm00001eb032600,7.87E-08,0.643683331,1.34E-11,NA,9.14E-06,NA,NA,NA,NA,NA
Zm00001eb032650,2.84E-06,0.630744851,NA,NA,0.004106487,NA,0.027847788,NA,NA,NA
Zm00001eb032810,0.000333518,0.629842801,0.011667327,NA,0.021308132,0.00331442,0.018199583,0.003656071,0.011390211,NA
Zm00001eb033010,4.17E-11,0.766034657,0.023768543,NA,0.004019284,NA,0.006462872,0.00441915,NA,NA
Zm00001eb033050,4.48E-16,0.79105319,8.50E-17,NA,NA,NA,3.79E-07,1.12E-05,NA,NA
Zm00001eb033090,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb033110,2.83E-06,0.612942952,7.43E-13,NA,0.000247925,NA,NA,0.003668476,NA,NA
Zm00001eb033120,1.22E-06,0.617985394,7.18E-11,NA,0.000424788,NA,0.001646586,NA,NA,NA
Zm00001eb033130,1.87E-07,0.642767487,2.62E-09,NA,9.59E-06,NA,NA,NA,NA,NA
Zm00001eb033390,3.23E-17,0.831731641,6.66E-24,NA,NA,NA,1.37E-07,0.008698387,NA,NA
Zm00001eb033440,1.44E-07,0.612450041,5.31E-06,NA,NA,NA,0.000924158,NA,0.004531012,NA
Zm00001eb033500,3.94E-10,0.709921668,3.22E-12,NA,NA,NA,0.000620894,NA,0.003543806,NA
Zm00001eb033540,1.34E-35,0.892555716,NA,NA,1.10E-06,NA,NA,NA,0.001402117,NA
Zm00001eb033740,8.16E-05,0.704017448,NA,0.032916943,0.014837525,0.033320724,0.018818133,0.031624485,0.028597442,0.03400212
Zm00001eb033760,3.25E-08,0.72736059,5.85E-05,NA,0.002565676,NA,NA,NA,NA,NA
Zm00001eb033960,1.51E-07,0.652115542,3.10E-09,NA,0.00022231,NA,NA,NA,NA,NA
Zm00001eb034240,2.04E-19,0.794698487,0.006182036,NA,NA,0.00016824,5.88E-07,NA,NA,NA
Zm00001eb034290,2.04E-09,0.750474502,2.40E-08,NA,0.000496535,0.04266807,0.00596637,NA,NA,NA
Zm00001eb034370,4.25E-11,0.775109349,2.32E-08,NA,0.000136543,0.022287495,0.001653566,NA,NA,NA
Zm00001eb034410,1.03E-07,0.622920069,0.007962233,NA,0.002126101,NA,0.016801354,NA,NA,NA
Zm00001eb034480,5.86E-06,0.649155394,3.29E-05,NA,0.001613012,0.019982164,0.00909464,NA,NA,NA
Zm00001eb034520,3.12E-09,0.698880758,9.68E-10,NA,2.25E-05,NA,9.65E-05,NA,NA,NA
Zm00001eb034570,2.82E-05,0.613208389,1.29E-14,0.007209024,NA,NA,0.007542746,NA,NA,NA
Zm00001eb034610,2.95E-09,0.694974594,NA,NA,0.001044384,NA,0.011489769,NA,NA,NA
Zm00001eb034670,1.29E-12,0.810550817,1.96E-07,0.000131996,0.000386457,7.64E-05,NA,5.39E-05,6.82E-05,NA
Zm00001eb034740,1.76E-15,0.803315076,3.11E-23,NA,NA,NA,2.47E-07,0.00978348,NA,NA
Zm00001eb034810,4.95E-09,0.661464595,3.89E-10,0.000390786,NA,0.003738249,0.009989436,0.011724459,NA,NA
Zm00001eb034870,3.89E-09,0.758028255,7.44E-07,0.026258279,NA,0.026326692,0.003629641,0.025571811,NA,0.031074387
Zm00001eb034900,9.19E-17,0.807490665,1.19E-12,NA,NA,NA,0.001179115,NA,0.014007189,NA
Zm00001eb035230,6.05E-07,0.653168666,1.51E-15,NA,7.63E-05,NA,NA,NA,NA,0.010937778
Zm00001eb035340,1.63E-10,0.722060114,7.35E-25,NA,NA,NA,2.26E-06,0.005806408,NA,NA
Zm00001eb035390,5.78E-08,0.673213691,3.68E-16,NA,3.82E-05,NA,NA,NA,NA,0.00922875
Zm00001eb035420,2.13E-07,0.663346784,2.55E-11,NA,0.000475699,NA,0.002474365,NA,NA,NA
Zm00001eb035550,1.37E-07,0.650622296,NA,NA,7.67E-05,NA,NA,NA,NA,NA
Zm00001eb035560,4.17E-07,0.718526631,2.37E-06,NA,0.00090581,0.015516577,0.00049764,NA,NA,0.0020569
Zm00001eb035580,1.42E-10,0.745298287,1.57E-24,NA,NA,NA,2.18E-06,0.00301603,NA,NA
Zm00001eb035870,9.48E-07,0.617471531,0.003029729,NA,0.011585429,NA,0.013228557,0.026075574,0.018546738,NA
Zm00001eb036270,8.91E-17,0.819046748,9.36E-15,NA,4.22E-06,NA,3.96E-05,NA,NA,NA
Zm00001eb036480,4.21E-06,0.608699202,9.89E-17,0.025543323,NA,NA,0.000657243,NA,NA,NA
Zm00001eb036520,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb036550,1.95E-23,0.867117609,2.06E-08,NA,1.19E-05,NA,NA,0.002303142,0.018039475,NA
Zm00001eb036630,7.02E-09,0.703966294,2.77E-13,NA,0.000103353,NA,0.000519259,NA,NA,NA
Zm00001eb036720,1.12E-07,0.654613773,1.05E-15,NA,NA,NA,0.000152094,0.004678547,NA,NA
Zm00001eb036770,1.50E-10,0.742250282,4.19E-17,0.027201413,2.65E-05,NA,NA,NA,NA,NA
Zm00001eb036780,1.06E-05,0.615336865,2.85E-19,NA,NA,NA,0.009285181,0.012955806,NA,0.021144638
Zm00001eb037010,6.70E-14,0.760689299,3.85E-14,1.38E-05,NA,NA,0.00371028,NA,NA,NA
Zm00001eb037280,2.84E-25,0.900175192,1.45E-13,NA,NA,0.015692944,0.000317231,0.012501173,0.00152331,0.012984196
Zm00001eb037350,3.80E-07,0.628041178,2.50E-17,NA,NA,NA,0.005916672,NA,0.024956183,NA
Zm00001eb037410,1.32E-15,0.815235799,NA,NA,5.41E-06,NA,4.00E-05,NA,NA,NA
Zm00001eb037440,3.65E-20,0.847266429,1.15E-10,NA,NA,NA,1.08E-05,NA,0.000115152,NA
Zm00001eb037470,4.91E-10,0.702564738,4.43E-19,NA,NA,NA,NA,NA,6.21E-05,0.000691684
Zm00001eb037540,7.50E-13,0.776400451,1.07E-22,NA,NA,NA,5.52E-07,0.00365613,NA,NA
Zm00001eb037570,1.84E-16,0.828243387,4.14E-09,NA,0.000975965,NA,0.015955747,NA,NA,NA
Zm00001eb037670,1.34E-18,0.809512684,4.54E-09,NA,NA,NA,7.59E-05,NA,NA,NA
Zm00001eb037930,1.25E-07,0.600917916,1.51E-23,NA,NA,NA,6.52E-05,NA,NA,NA
Zm00001eb038100,1.55E-09,0.683150987,0.012739602,NA,NA,0.009641944,0.004053124,NA,NA,NA
Zm00001eb038110,7.43E-07,0.695963153,4.28E-21,0.000523638,NA,0.001664616,0.000728533,0.013007172,NA,NA
Zm00001eb038250,3.24E-10,0.712418313,NA,NA,NA,NA,0.000170197,0.02730984,NA,NA
Zm00001eb038410,1.78E-24,0.878138915,7.34E-20,NA,NA,NA,0.000977972,NA,0.020637024,NA
Zm00001eb038460,1.21E-08,0.705314857,0.001149985,NA,NA,NA,0.008452637,0.009966799,NA,NA
Zm00001eb038730,2.63E-11,0.735697334,1.28E-09,0.010176855,NA,NA,0.000382105,NA,0.001936848,NA
Zm00001eb038740,3.14E-07,0.660631975,0.002882012,0.01397551,0.007408149,0.022922741,NA,0.028382642,NA,0.035302658
Zm00001eb038810,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb038860,1.35E-17,0.768858726,0.009328484,NA,2.66E-05,NA,NA,NA,NA,0.001479175
Zm00001eb039000,1.50E-08,0.631198799,3.26E-26,NA,NA,NA,1.85E-05,NA,NA,NA
Zm00001eb039050,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb039210,1.14E-05,0.620825213,2.69E-13,NA,0.001181093,0.008946092,0.000849886,NA,NA,NA
Zm00001eb039420,9.96E-08,0.705696373,0.007770412,NA,0.013592344,NA,0.011155246,NA,0.012147424,NA
Zm00001eb039630,1.58E-12,0.736462584,9.60E-24,NA,NA,NA,9.24E-07,NA,NA,NA
Zm00001eb039770,4.45E-07,0.689165387,5.10E-10,NA,0.003783713,0.028597063,0.028210812,NA,NA,NA
Zm00001eb039850,4.37E-08,0.632623042,1.32E-25,NA,NA,NA,2.84E-05,NA,NA,NA
Zm00001eb040000,4.83E-08,0.695710542,4.66E-09,NA,0.018950023,0.01641855,NA,0.043155329,NA,NA
Zm00001eb040070,9.20E-08,0.710047355,4.19E-10,0.004069727,0.001080512,NA,0.005486161,NA,NA,NA
Zm00001eb040100,7.24E-08,0.706852187,5.28E-07,NA,0.003330388,NA,0.007104289,NA,0.01082957,NA
Zm00001eb040150,1.55E-07,0.634684091,4.00E-11,NA,0.005976428,NA,0.042046931,NA,NA,NA
Zm00001eb040230,1.60E-11,0.831557794,3.30E-09,NA,NA,0.011498509,0.000412313,0.010105546,NA,0.013182771
Zm00001eb040240,5.95E-12,0.798271685,NA,NA,0.017480608,NA,0.011541549,0.022723044,0.013242811,0.030873985
Zm00001eb040560,1.72E-08,0.674883491,9.99E-09,NA,0.003365367,NA,0.029394849,NA,NA,NA
Zm00001eb040680,2.32E-05,0.687768255,0.000227992,NA,NA,NA,0.026915512,NA,NA,NA
Zm00001eb040790,2.14E-12,0.703644662,NA,NA,1.21E-06,NA,NA,NA,NA,NA
Zm00001eb040890,2.71E-10,0.74916273,6.93E-15,NA,NA,NA,3.91E-06,0.024355644,NA,NA
Zm00001eb040900,8.84E-16,0.782387458,2.03E-17,NA,NA,NA,3.72E-07,0.016780937,NA,NA
Zm00001eb040970,2.45E-09,0.674913963,1.35E-25,NA,NA,NA,1.32E-05,NA,NA,NA
Zm00001eb041060,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb041070,9.13E-17,0.790792496,2.41E-17,NA,1.35E-07,NA,NA,NA,NA,NA
Zm00001eb041150,1.68E-15,0.850364361,2.06E-15,0.013178545,NA,NA,0.002716614,0.006842541,0.009618981,0.007067225
Zm00001eb041460,2.14E-17,0.832527544,4.81E-28,NA,NA,NA,6.17E-08,7.80E-05,NA,NA
Zm00001eb041540,2.35E-07,0.669484824,0.016334901,NA,NA,NA,0.000896335,NA,NA,NA
Zm00001eb041600,4.53E-09,0.723418308,6.52E-11,NA,0.002598473,NA,0.024184841,NA,NA,NA
Zm00001eb041640,3.10E-05,0.658423124,NA,0.033834656,NA,0.028495354,0.002947787,0.038294662,0.002489178,NA
Zm00001eb041760,1.10E-13,0.805953473,2.22E-11,NA,0.007086807,NA,0.017824585,NA,0.026032226,NA
Zm00001eb041910,8.52E-08,0.650648284,1.19E-17,NA,NA,NA,0.003316401,NA,0.014927591,NA
Zm00001eb041920,1.37E-05,0.630339848,0.000205104,0.020727053,0.038343593,0.019775102,NA,0.022731594,NA,NA
Zm00001eb042110,2.50E-12,0.766466365,3.50E-13,NA,4.86E-05,NA,0.000473007,NA,NA,NA
Zm00001eb042160,2.54E-12,0.732938271,6.52E-06,NA,NA,NA,1.94E-05,0.000287006,NA,NA
Zm00001eb042260,2.28E-16,0.775799008,5.58E-23,NA,NA,NA,2.15E-07,NA,NA,NA
Zm00001eb042270,1.75E-07,0.667777828,1.36E-20,NA,NA,NA,5.53E-05,0.024719566,NA,NA
Zm00001eb042370,2.26E-08,0.645674992,3.18E-16,NA,1.87E-05,NA,NA,NA,NA,NA
Zm00001eb042410,6.72E-06,0.617063787,4.54E-08,NA,0.001577535,NA,0.001459059,0.005437454,NA,NA
Zm00001eb042520,6.06E-17,0.818898549,7.78E-20,NA,NA,NA,0.003909462,NA,0.045415103,NA
Zm00001eb042530,4.27E-11,0.7302049,2.79E-22,NA,NA,NA,8.85E-07,0.000605125,NA,NA
Zm00001eb042820,1.17E-11,0.729098157,NA,NA,6.93E-05,NA,0.000426954,NA,NA,NA
Zm00001eb042900,9.62E-07,0.672228067,8.19E-11,NA,0.000763934,NA,0.004535642,0.007775185,NA,NA
Zm00001eb042990,3.76E-07,0.64918009,2.09E-25,NA,NA,NA,3.82E-05,0.025165296,NA,NA
Zm00001eb043150,9.35E-08,0.647684527,7.03E-05,NA,7.18E-05,NA,NA,NA,NA,NA
Zm00001eb043190,2.18E-08,0.707709329,3.98E-07,NA,NA,NA,0.001364812,NA,0.006307276,NA
Zm00001eb043220,8.93E-13,0.75885117,6.20E-11,NA,NA,NA,1.61E-06,0.001084755,NA,NA
Zm00001eb043360,1.38E-08,0.697587716,0.012581096,NA,0.00013618,NA,0.000740202,NA,NA,NA
Zm00001eb043390,1.54E-10,0.730639777,2.50E-10,NA,0.000664344,NA,NA,0.034439891,NA,NA
Zm00001eb043650,2.40E-26,0.88179064,0.001867601,0.005954678,0.033718225,0.014322934,NA,0.01616822,NA,NA
Zm00001eb043660,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb043680,2.55E-25,0.844700388,NA,NA,NA,NA,3.95E-06,0.00018525,NA,NA
Zm00001eb043750,2.83E-11,0.743457367,4.40E-10,NA,3.39E-05,4.28E-05,NA,NA,NA,NA
Zm00001eb043930,4.70E-13,0.766686502,NA,NA,3.91E-05,NA,NA,0.001941868,NA,NA
Zm00001eb043950,6.36E-07,0.634086717,1.65E-08,NA,0.006277162,NA,0.039046356,NA,NA,NA
Zm00001eb044020,2.07E-10,0.733239792,2.94E-08,NA,2.23E-05,NA,NA,NA,0.000628261,NA
Zm00001eb044200,4.21E-06,0.671103454,1.22E-12,0.034858939,0.013364242,0.01941319,NA,0.016484165,NA,NA
Zm00001eb044260,7.58E-11,0.721838084,7.78E-15,NA,7.42E-06,NA,NA,0.001698468,NA,NA
Zm00001eb044280,1.11E-06,0.636654065,4.79E-14,NA,NA,NA,0.003437452,NA,0.013198209,NA
Zm00001eb044320,0.004301668,0.624309025,NA,0.0337835,0.035143887,0.025092283,0.02834546,0.017403744,0.027564187,0.01341308
Zm00001eb044390,1.69E-11,0.729622591,1.98E-16,NA,NA,NA,0.003456139,NA,0.02622278,NA
Zm00001eb044400,2.76E-14,0.786127677,1.82E-06,NA,9.38E-05,NA,0.00158277,NA,NA,NA
Zm00001eb044410,8.39E-10,0.72455262,5.31E-16,NA,1.09E-05,NA,NA,NA,NA,0.045937169
Zm00001eb044480,1.76E-06,0.684625884,3.35E-10,0.036768588,0.014442431,0.036511846,NA,0.030219943,NA,NA
Zm00001eb044650,1.36E-19,0.859967001,3.89E-18,NA,NA,NA,0.001142746,NA,0.016131412,NA
Zm00001eb044730,1.38E-06,0.61986314,3.01E-09,NA,NA,NA,0.00068241,NA,0.000284461,NA
Zm00001eb044840,5.66E-08,0.749613425,1.13E-17,NA,NA,NA,0.011250751,0.032000616,0.046095477,0.047924322
Zm00001eb044960,9.48E-08,0.662752573,1.15E-08,NA,NA,NA,0.006308207,NA,0.030698855,NA
Zm00001eb044990,0,0.999999978,5.99E-07,2.72E-06,2.61E-06,9.94E-05,3.83E-05,0.000816475,0.000221545,0.003054445
Zm00001eb045010,2.55E-25,0.870353844,2.42E-11,NA,NA,NA,2.66E-05,0.003379296,0.000635161,NA
Zm00001eb045240,3.06E-08,0.716770546,2.49E-15,NA,NA,NA,0.003911317,NA,0.002709321,0.000264633
