gene,p-value,R-squared,p.valor_beta0,p.valor_MICH_noPvsB73_noP,p.valor_Time,p.valor_TimexMICH_noP,p.valor_Time2,p.valor_Time2xMICH_noP,p.valor_Time3,p.valor_Time3xMICH_noP
Zm00001eb034570,2.82E-05,0.613208389,1.29E-14,0.007209024,NA,NA,0.007542746,NA,NA,NA
Zm00001eb034670,1.29E-12,0.810550817,1.96E-07,0.000131996,0.000386457,7.64E-05,NA,5.39E-05,6.82E-05,NA
Zm00001eb034740,1.76E-15,0.803315076,3.11E-23,NA,NA,NA,2.47E-07,0.00978348,NA,NA
Zm00001eb034810,4.95E-09,0.661464595,3.89E-10,0.000390786,NA,0.003738249,0.009989436,0.011724459,NA,NA
Zm00001eb034870,3.89E-09,0.758028255,7.44E-07,0.026258279,NA,0.026326692,0.003629641,0.025571811,NA,0.031074387
Zm00001eb035230,6.05E-07,0.653168666,1.51E-15,NA,7.63E-05,NA,NA,NA,NA,0.010937778
Zm00001eb035300,2.12E-05,0.608402027,3.29E-15,NA,NA,0.000366356,NA,0.000692111,NA,0.00102309
Zm00001eb035340,1.63E-10,0.722060114,7.35E-25,NA,NA,NA,2.26E-06,0.005806408,NA,NA
Zm00001eb035390,5.78E-08,0.673213691,3.68E-16,NA,3.82E-05,NA,NA,NA,NA,0.00922875
Zm00001eb035560,4.17E-07,0.718526631,2.37E-06,NA,0.00090581,0.015516577,0.00049764,NA,NA,0.0020569
Zm00001eb035580,1.42E-10,0.745298287,1.57E-24,NA,NA,NA,2.18E-06,0.00301603,NA,NA
Zm00001eb035870,9.48E-07,0.617471531,0.003029729,NA,0.011585429,NA,0.013228557,0.026075574,0.018546738,NA
Zm00001eb036480,4.21E-06,0.608699202,9.89E-17,0.025543323,NA,NA,0.000657243,NA,NA,NA
Zm00001eb036520,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb036550,1.95E-23,0.867117609,2.06E-08,NA,1.19E-05,NA,NA,0.002303142,0.018039475,NA
Zm00001eb036720,1.12E-07,0.654613773,1.05E-15,NA,NA,NA,0.000152094,0.004678547,NA,NA
Zm00001eb036770,1.50E-10,0.742250282,4.19E-17,0.027201413,2.65E-05,NA,NA,NA,NA,NA
Zm00001eb036780,1.06E-05,0.615336865,2.85E-19,NA,NA,NA,0.009285181,0.012955806,NA,0.021144638
Zm00001eb037010,6.70E-14,0.760689299,3.85E-14,1.38E-05,NA,NA,0.00371028,NA,NA,NA
Zm00001eb037280,2.84E-25,0.900175192,1.45E-13,NA,NA,0.015692944,0.000317231,0.012501173,0.00152331,0.012984196
Zm00001eb037470,4.91E-10,0.702564738,4.43E-19,NA,NA,NA,NA,NA,6.21E-05,0.000691684
Zm00001eb037540,7.50E-13,0.776400451,1.07E-22,NA,NA,NA,5.52E-07,0.00365613,NA,NA
Zm00001eb038100,1.55E-09,0.683150987,0.012739602,NA,NA,0.009641944,0.004053124,NA,NA,NA
Zm00001eb038110,7.43E-07,0.695963153,4.28E-21,0.000523638,NA,0.001664616,0.000728533,0.013007172,NA,NA
Zm00001eb038250,3.24E-10,0.712418313,NA,NA,NA,NA,0.000170197,0.02730984,NA,NA
Zm00001eb038460,1.21E-08,0.705314857,0.001149985,NA,NA,NA,0.008452637,0.009966799,NA,NA
Zm00001eb038730,2.63E-11,0.735697334,1.28E-09,0.010176855,NA,NA,0.000382105,NA,0.001936848,NA
Zm00001eb038740,3.14E-07,0.660631975,0.002882012,0.01397551,0.007408149,0.022922741,NA,0.028382642,NA,0.035302658
Zm00001eb038810,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb038860,1.35E-17,0.768858726,0.009328484,NA,2.66E-05,NA,NA,NA,NA,0.001479175
Zm00001eb039050,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb039130,2.32E-06,0.669001444,4.46E-15,0.00087513,NA,0.0129607,NA,0.031562371,NA,NA
Zm00001eb039210,1.14E-05,0.620825213,2.69E-13,NA,0.001181093,0.008946092,0.000849886,NA,NA,NA
Zm00001eb039770,4.45E-07,0.689165387,5.10E-10,NA,0.003783713,0.028597063,0.028210812,NA,NA,NA
Zm00001eb040000,4.83E-08,0.695710542,4.66E-09,NA,0.018950023,0.01641855,NA,0.043155329,NA,NA
Zm00001eb040070,9.20E-08,0.710047355,4.19E-10,0.004069727,0.001080512,NA,0.005486161,NA,NA,NA
Zm00001eb040230,1.60E-11,0.831557794,3.30E-09,NA,NA,0.011498509,0.000412313,0.010105546,NA,0.013182771
Zm00001eb040240,5.95E-12,0.798271685,NA,NA,0.017480608,NA,0.011541549,0.022723044,0.013242811,0.030873985
Zm00001eb040890,2.71E-10,0.74916273,6.93E-15,NA,NA,NA,3.91E-06,0.024355644,NA,NA
Zm00001eb040900,8.84E-16,0.782387458,2.03E-17,NA,NA,NA,3.72E-07,0.016780937,NA,NA
Zm00001eb041060,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb041150,1.68E-15,0.850364361,2.06E-15,0.013178545,NA,NA,0.002716614,0.006842541,0.009618981,0.007067225
Zm00001eb041440,1.71E-05,0.609469502,0.021759542,NA,NA,0.003245502,NA,0.004290971,NA,NA
Zm00001eb041460,2.14E-17,0.832527544,4.81E-28,NA,NA,NA,6.17E-08,7.80E-05,NA,NA
Zm00001eb041640,3.10E-05,0.658423124,NA,0.033834656,NA,0.028495354,0.002947787,0.038294662,0.002489178,NA
Zm00001eb041890,5.08E-11,0.730340848,4.54E-21,2.90E-06,NA,NA,NA,NA,NA,NA
Zm00001eb041920,1.37E-05,0.630339848,0.000205104,0.020727053,0.038343593,0.019775102,NA,0.022731594,NA,NA
Zm00001eb042160,2.54E-12,0.732938271,6.52E-06,NA,NA,NA,1.94E-05,0.000287006,NA,NA
Zm00001eb042230,3.22E-05,0.609193638,2.20E-24,0.000174636,NA,NA,NA,0.004102549,NA,0.009927481
Zm00001eb042270,1.75E-07,0.667777828,1.36E-20,NA,NA,NA,5.53E-05,0.024719566,NA,NA
Zm00001eb042410,6.72E-06,0.617063787,4.54E-08,NA,0.001577535,NA,0.001459059,0.005437454,NA,NA
Zm00001eb042530,4.27E-11,0.7302049,2.79E-22,NA,NA,NA,8.85E-07,0.000605125,NA,NA
Zm00001eb042900,9.62E-07,0.672228067,8.19E-11,NA,0.000763934,NA,0.004535642,0.007775185,NA,NA
Zm00001eb042990,3.76E-07,0.64918009,2.09E-25,NA,NA,NA,3.82E-05,0.025165296,NA,NA
Zm00001eb043220,8.93E-13,0.75885117,6.20E-11,NA,NA,NA,1.61E-06,0.001084755,NA,NA
Zm00001eb043390,1.54E-10,0.730639777,2.50E-10,NA,0.000664344,NA,NA,0.034439891,NA,NA
Zm00001eb043650,2.40E-26,0.88179064,0.001867601,0.005954678,0.033718225,0.014322934,NA,0.01616822,NA,NA
Zm00001eb043660,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb043680,2.55E-25,0.844700388,NA,NA,NA,NA,3.95E-06,0.00018525,NA,NA
Zm00001eb043750,2.83E-11,0.743457367,4.40E-10,NA,3.39E-05,4.28E-05,NA,NA,NA,NA
Zm00001eb043930,4.70E-13,0.766686502,NA,NA,3.91E-05,NA,NA,0.001941868,NA,NA
Zm00001eb044200,4.21E-06,0.671103454,1.22E-12,0.034858939,0.013364242,0.01941319,NA,0.016484165,NA,NA
Zm00001eb044260,7.58E-11,0.721838084,7.78E-15,NA,7.42E-06,NA,NA,0.001698468,NA,NA
Zm00001eb044320,0.004301668,0.624309025,NA,0.0337835,0.035143887,0.025092283,0.02834546,0.017403744,0.027564187,0.01341308
Zm00001eb044410,8.39E-10,0.72455262,5.31E-16,NA,1.09E-05,NA,NA,NA,NA,0.045937169
Zm00001eb044480,1.76E-06,0.684625884,3.35E-10,0.036768588,0.014442431,0.036511846,NA,0.030219943,NA,NA
Zm00001eb044840,5.66E-08,0.749613425,1.13E-17,NA,NA,NA,0.011250751,0.032000616,0.046095477,0.047924322
Zm00001eb044990,0,0.999999978,5.99E-07,2.72E-06,2.61E-06,9.94E-05,3.83E-05,0.000816475,0.000221545,0.003054445
Zm00001eb045010,2.55E-25,0.870353844,2.42E-11,NA,NA,NA,2.66E-05,0.003379296,0.000635161,NA
Zm00001eb045240,3.06E-08,0.716770546,2.49E-15,NA,NA,NA,0.003911317,NA,0.002709321,0.000264633
Zm00001eb045660,8.57E-12,0.78671176,1.86E-13,NA,NA,NA,0.002666662,0.001819935,0.02484172,NA
Zm00001eb045740,4.08E-07,0.63860818,2.34E-18,0.003433874,NA,NA,0.001271114,NA,NA,NA
Zm00001eb045750,1.81E-27,0.879064648,3.77E-07,NA,NA,NA,2.00E-05,0.003404059,0.00044789,NA
Zm00001eb045860,5.01E-06,0.616417048,1.16E-17,NA,NA,NA,0.000177023,0.016486122,NA,NA
Zm00001eb046510,3.04E-14,0.778291772,3.24E-13,NA,NA,NA,NA,0.015192533,6.08E-06,NA
Zm00001eb046760,2.85E-05,0.600017857,9.70E-09,0.001553666,NA,0.003191041,NA,0.005451956,NA,0.009295439
Zm00001eb046960,6.64E-13,0.765884831,4.44E-18,0.007563854,NA,NA,1.59E-05,NA,NA,NA
Zm00001eb047070,8.38E-14,0.758175249,NA,NA,2.15E-07,0.027128808,NA,NA,NA,NA
Zm00001eb047150,1.07E-06,0.674627856,0.003813782,NA,0.024992821,0.035726649,0.015968104,NA,0.015304873,NA
Zm00001eb047260,1.19E-12,0.757234739,9.99E-11,NA,1.94E-06,NA,NA,NA,NA,0.001802722
Zm00001eb047270,4.32E-14,0.793801566,0.002447307,NA,0.014654584,0.004756544,0.010333821,NA,0.012273737,NA
Zm00001eb047510,1.34E-13,0.778256734,3.59E-27,NA,NA,NA,4.89E-07,0.003764477,NA,NA
Zm00001eb047630,4.67E-28,0.865126433,0.000261748,NA,NA,NA,0.001082665,0.00047141,0.027786672,NA
Zm00001eb048490,1.45E-06,0.61547343,1.09E-14,NA,NA,NA,0.025677327,0.001401483,NA,0.003519321
Zm00001eb048560,1.81E-07,0.676628555,1.00E-06,0.004117954,NA,0.007757436,0.034045638,0.01114413,NA,0.01504411
Zm00001eb048600,5.15E-10,0.761503499,2.44E-17,NA,NA,NA,0.002340885,0.045275576,0.018290636,NA
Zm00001eb048730,1.08E-15,0.788097109,9.51E-08,0.002042585,NA,NA,0.000779763,NA,0.006715691,NA
Zm00001eb048870,1.63E-62,0.928842367,9.76E-11,NA,NA,NA,9.60E-06,0.011799081,0.000231825,NA
Zm00001eb048920,4.01E-13,0.775543319,1.37E-20,NA,NA,NA,6.75E-07,0.010470457,NA,NA
Zm00001eb048960,9.12E-13,0.743423432,0.021718215,NA,NA,NA,0.000123983,NA,NA,0.013114375
Zm00001eb049170,1.60E-05,0.601950168,1.89E-14,NA,0.000203911,NA,NA,NA,NA,0.036128773
Zm00001eb049240,1.90E-14,0.814976913,6.79E-18,NA,NA,NA,0.001314505,0.035538956,0.016412401,NA
Zm00001eb049340,7.71E-06,0.613211829,NA,0.002131273,0.002817313,NA,0.005877579,NA,NA,NA
Zm00001eb049490,2.26E-08,0.721410429,NA,0.003451894,NA,NA,0.025059491,NA,0.019639349,NA
Zm00001eb049660,3.73E-09,0.75099137,0.036188851,0.008084044,0.010006177,0.004681254,0.013645834,0.00434851,0.020560388,0.004422356
Zm00001eb049770,2.42E-15,0.84933198,1.83E-15,0.026111383,NA,0.008565683,0.009252298,NA,0.033042186,0.011049854
Zm00001eb049830,4.96E-08,0.688614141,2.01E-09,NA,NA,NA,0.006348675,0.030237546,0.036335071,NA
Zm00001eb049850,1.56E-06,0.668235501,7.02E-07,NA,NA,NA,NA,0.019262459,0.009487503,0.014549581
Zm00001eb050070,1.90E-09,0.736094347,2.20E-17,NA,NA,NA,8.33E-06,0.013132259,NA,NA
Zm00001eb050090,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb050140,2.48E-09,0.741361212,9.20E-08,NA,0.01336221,0.048135757,0.030099528,NA,0.042567168,NA
Zm00001eb050250,1.14E-06,0.671800776,0.010007162,NA,0.00679194,0.041064807,0.00780487,0.038178291,NA,NA
Zm00001eb050260,4.37E-12,0.847702983,0.001708721,0.021230135,0.000717842,0.012159817,0.000681854,0.0085917,NA,NA
Zm00001eb050360,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb050460,4.44E-05,0.634049154,1.26E-15,0.02305322,NA,0.022517154,0.01372219,0.020860869,NA,NA
Zm00001eb050500,3.78E-10,0.70555007,6.46E-07,0.019843496,0.001125136,NA,0.006039696,NA,NA,NA
Zm00001eb051140,2.41E-05,0.608370876,1.20E-16,NA,0.000288003,NA,NA,NA,NA,0.012628625
Zm00001eb051250,3.18E-12,0.822398296,NA,0.003202415,6.89E-05,0.001853836,9.52E-05,0.004184216,NA,NA
Zm00001eb051330,1.47E-06,0.675811079,0.015809426,0.008663298,0.013266246,NA,0.018657539,NA,0.026520218,NA
Zm00001eb051350,5.76E-08,0.655408304,2.55E-05,0.000883019,NA,NA,NA,NA,0.008015769,NA
Zm00001eb051620,9.44E-14,0.720241756,5.23E-16,NA,2.95E-07,0.000246355,NA,NA,NA,NA
Zm00001eb052080,3.12E-07,0.640322893,3.11E-15,NA,NA,NA,0.000174603,0.011052744,NA,NA
Zm00001eb052450,1.59E-05,0.627636459,0.000949865,NA,0.013674599,NA,NA,0.00990273,NA,0.009561512
Zm00001eb052470,4.27E-12,0.742994295,4.68E-11,NA,NA,NA,2.66E-06,0.001386793,NA,NA
Zm00001eb052600,4.28E-06,0.622570872,3.44E-06,NA,0.000475646,NA,0.000538149,NA,NA,0.041840267
Zm00001eb053010,3.86E-06,0.612307629,1.52E-20,NA,NA,NA,0.000290334,0.003145175,NA,NA
Zm00001eb053040,3.37E-05,0.605109291,NA,NA,NA,0.035654281,NA,NA,0.00547251,NA
Zm00001eb053070,6.74E-06,0.688822091,0.008872992,NA,NA,NA,NA,NA,NA,0.001388677
Zm00001eb053230,6.17E-09,0.783069224,1.97E-12,0.011930041,0.004863639,0.01348791,NA,0.015016642,NA,0.017383613
Zm00001eb053420,1.44E-05,0.627579762,1.17E-18,0.001786656,NA,0.004816787,NA,0.007188326,NA,0.009802265
Zm00001eb053680,1.04E-06,0.641572929,1.86E-08,NA,0.000161695,NA,NA,NA,NA,0.049955165
Zm00001eb053840,1.03E-07,0.655041222,NA,NA,9.87E-05,NA,NA,0.005250679,NA,NA
Zm00001eb054160,7.73E-09,0.702106798,2.82E-15,NA,1.63E-05,NA,NA,NA,NA,0.037820566
Zm00001eb054290,1.54E-05,0.604955299,6.03E-18,NA,0.000229328,NA,NA,NA,NA,0.021848182
Zm00001eb054380,4.99E-28,0.895580398,2.93E-23,NA,NA,NA,0.000583859,0.023050063,0.021162865,NA
Zm00001eb054600,5.68E-12,0.748951899,NA,8.26E-06,0.002605288,NA,0.005825248,NA,NA,NA
Zm00001eb054610,4.27E-09,0.708210088,0.00369348,NA,0.002305391,0.002102999,0.004408908,NA,0.007950686,NA
Zm00001eb054790,2.01E-05,0.640325375,1.24E-21,0.001019772,NA,0.000985285,0.015539304,0.004228942,NA,NA
Zm00001eb054800,4.79E-11,0.782488258,1.79E-05,NA,0.000289379,0.037346965,0.004036375,NA,NA,NA
Zm00001eb054810,6.35E-08,0.606327545,9.70E-21,NA,NA,NA,8.09E-06,0.001240998,NA,NA
Zm00001eb054950,6.92E-10,0.746495337,5.73E-15,NA,NA,NA,0.001902835,0.045684553,0.014798266,NA
Zm00001eb055260,7.52E-07,0.630557189,NA,NA,0.000738669,NA,NA,0.035423964,NA,NA
Zm00001eb055340,0,0.999999978,5.99E-07,2.72E-06,2.61E-06,9.94E-05,3.83E-05,0.000816475,0.000221545,0.003054445
Zm00001eb055450,3.14E-07,0.674925266,6.64E-17,NA,NA,NA,0.003966714,0.021955397,0.022071861,NA
Zm00001eb055810,3.20E-07,0.712193254,1.01E-11,0.000312998,0.000308298,0.000524283,NA,0.004378895,NA,NA
Zm00001eb056060,2.88E-06,0.627440583,7.39E-05,NA,NA,0.040869495,0.004741374,NA,0.007463043,NA
Zm00001eb056200,1.18E-11,0.764669105,1.13E-11,NA,1.35E-05,NA,NA,0.014758697,NA,NA
Zm00001eb056310,3.58E-08,0.701950029,0.014699196,NA,0.010571165,0.007750063,0.011769185,NA,NA,NA
Zm00001eb056460,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb056520,1.37E-05,0.617558341,2.69E-16,NA,0.000187479,NA,NA,NA,NA,0.028557545
Zm00001eb056660,6.57E-06,0.663480018,9.31E-11,NA,0.003493901,0.002957019,0.012340341,NA,NA,NA
Zm00001eb056780,2.94E-08,0.719824152,1.47E-12,NA,NA,NA,0.002939279,0.001871862,0.016115849,NA
Zm00001eb057010,8.55E-07,0.704548425,2.62E-09,0.002230312,NA,0.001100354,0.005262384,0.000803852,0.002228129,NA
Zm00001eb057040,3.50E-09,0.766879061,3.87E-13,0.003501892,NA,0.009575053,0.003807471,0.012687955,NA,NA
Zm00001eb057050,1.38E-11,0.786765862,5.22E-13,NA,0.00014606,NA,NA,0.034000534,0.019171884,NA
Zm00001eb057160,3.49E-08,0.724229237,1.74E-16,NA,NA,NA,0.003926332,0.018266963,0.024460824,NA
Zm00001eb057350,3.06E-07,0.675211175,NA,0.027181791,0.024252024,0.022851663,0.024386535,0.022499255,0.032960682,0.023600012
Zm00001eb057400,5.69E-14,0.845257748,3.70E-11,0.016484522,NA,0.01328832,0.000712187,0.008108063,0.001270724,NA
Zm00001eb057480,8.26E-09,0.657285769,2.15E-05,NA,0.00067438,NA,0.000393694,0.007017163,NA,NA
Zm00001eb057750,5.83E-08,0.698601686,1.78E-09,NA,9.82E-05,NA,9.29E-05,0.006793952,NA,NA
Zm00001eb057770,2.72E-19,0.820911931,0.014293753,NA,0.002877706,NA,0.015626618,0.006982131,NA,NA
Zm00001eb058330,3.08E-06,0.628849881,2.53E-16,NA,0.000101496,NA,NA,NA,NA,0.042283359
Zm00001eb058550,3.31E-12,0.775507809,1.56E-12,0.001746013,4.86E-05,NA,0.000297851,NA,NA,NA
Zm00001eb058590,7.71E-23,0.855421886,4.62E-25,NA,1.38E-08,0.000853172,NA,NA,NA,NA
Zm00001eb058750,8.92E-07,0.649878607,4.43E-17,NA,0.006369323,NA,0.000939347,0.017590061,NA,NA
Zm00001eb059030,2.39E-07,0.674957147,1.30E-16,NA,NA,NA,6.36E-05,0.017985152,NA,NA
Zm00001eb059120,2.17E-12,0.775911949,1.03E-14,NA,NA,NA,0.000279265,0.000221501,0.001909531,NA
Zm00001eb059140,1.28E-07,0.638255842,1.97E-15,NA,NA,NA,8.41E-05,0.001375318,NA,NA
Zm00001eb059630,7.33E-09,0.680724851,9.47E-15,NA,NA,NA,4.61E-05,0.003101066,NA,NA
Zm00001eb059660,5.16E-22,0.826460141,0.00932066,NA,4.51E-07,0.004370175,NA,NA,NA,NA
Zm00001eb059670,1.47E-38,0.827413111,0.000318062,NA,4.72E-08,NA,NA,6.82E-05,NA,NA
Zm00001eb059680,6.04E-53,0.863978818,4.22E-05,NA,2.33E-08,NA,NA,6.23E-06,NA,NA
Zm00001eb059700,2.11E-07,0.619500716,5.09E-07,NA,NA,NA,0.000117941,0.015583346,NA,NA
Zm00001eb059740,1.23E-09,0.702318381,NA,NA,NA,0.009459865,0.000179802,NA,NA,NA
Zm00001eb060020,1.16E-13,0.7825612,1.73E-11,NA,NA,NA,9.34E-05,0.013181399,0.000838338,NA
Zm00001eb060540,9.41E-08,0.643954812,1.14E-15,NA,NA,0.000146062,NA,0.001679162,NA,NA
Zm00001eb060590,3.95E-09,0.70397446,3.23E-13,NA,1.28E-05,0.018054647,NA,NA,NA,NA
Zm00001eb060990,6.82E-17,0.822722037,9.43E-12,NA,NA,NA,0.003579244,0.000249918,0.048303007,NA
Zm00001eb061140,7.27E-12,0.732124624,4.05E-05,0.006067775,NA,NA,4.31E-05,NA,NA,NA
Zm00001eb061460,1.39E-09,0.726954961,2.69E-16,NA,NA,NA,1.33E-05,0.018870848,NA,NA
Zm00001eb061670,2.19E-09,0.705611715,1.82E-18,NA,1.21E-05,NA,NA,NA,NA,0.026727382
Zm00001eb061730,3.98E-07,0.646033708,6.80E-28,NA,NA,NA,3.37E-05,0.020336978,NA,NA
Zm00001eb061770,2.64E-08,0.713963657,1.10E-07,NA,0.000514101,5.98E-05,NA,NA,NA,NA
Zm00001eb062480,9.38E-06,0.670841809,7.78E-13,0.030662634,0.028993333,0.033261327,NA,0.03182728,NA,NA
Zm00001eb062640,9.98E-14,0.866158427,6.09E-09,0.04432936,NA,0.020818656,0.001307952,0.012193611,0.002680228,0.009169152
Zm00001eb062680,1.54E-07,0.668319521,6.77E-15,NA,NA,NA,0.001378901,0.026294861,0.007292024,NA
Zm00001eb063150,1.40E-08,0.679600733,4.04E-11,0.00046905,NA,NA,0.001539462,NA,NA,NA
Zm00001eb063160,2.68E-11,0.737642677,1.14E-24,NA,NA,0.001560078,1.49E-06,NA,NA,NA
Zm00001eb063210,5.44E-06,0.611655649,1.59E-15,NA,NA,NA,0.000148323,0.013398332,NA,NA
Zm00001eb063230,6.32E-16,0.835633201,2.62E-15,0.01587172,NA,NA,0.001185013,NA,0.010241322,NA
Zm00001eb063290,3.24E-06,0.65326115,7.94E-15,NA,NA,NA,0.00937376,NA,0.047754346,0.043122199
Zm00001eb063360,2.24E-06,0.647536511,1.53E-13,0.007173476,NA,NA,0.00264486,NA,NA,NA
Zm00001eb063680,3.45E-05,0.608144995,1.13E-15,NA,NA,NA,0.00063046,0.04693937,NA,NA
Zm00001eb063690,4.54E-07,0.694355241,1.40E-15,NA,NA,NA,0.002384232,NA,0.013192296,0.048494713
Zm00001eb063910,4.14E-07,0.695138315,1.19E-14,NA,0.000223681,0.02058965,0.000819502,NA,NA,NA
Zm00001eb064020,6.55E-06,0.642728034,9.44E-15,NA,NA,NA,0.000353238,0.043912145,NA,NA
Zm00001eb064210,2.39E-08,0.720133834,1.53E-12,NA,0.002360641,NA,0.028734863,NA,NA,0.022489383
Zm00001eb064340,1.40E-09,0.705902722,2.13E-25,NA,NA,0.018890764,5.32E-06,NA,NA,NA
Zm00001eb064400,9.06E-14,0.804174387,2.80E-19,NA,NA,NA,0.000248345,0.019959245,0.002528857,NA
Zm00001eb064450,6.29E-15,0.78528803,1.03E-11,0.005135563,NA,NA,0.005283906,NA,0.040948876,NA
Zm00001eb064750,1.57E-11,0.755962103,0.048333219,NA,NA,0.01232488,0.000102037,NA,NA,NA
Zm00001eb065140,3.35E-06,0.766976775,8.47E-05,0.024175392,0.005603788,0.028957461,0.008020725,0.035520427,0.009307088,0.041239228
Zm00001eb065160,3.12E-08,0.716019184,9.39E-18,NA,NA,NA,0.004438485,0.039251982,0.027657435,NA
Zm00001eb065340,8.66E-13,0.776218028,2.25E-23,NA,1.36E-06,NA,NA,0.020446991,NA,NA
Zm00001eb065350,2.09E-06,0.633658421,0.021377064,NA,NA,0.017045718,0.022024121,0.029494138,0.030194733,NA
Zm00001eb065570,1.98E-08,0.726891834,2.48E-16,NA,NA,NA,0.0027198,0.037352602,0.017378032,NA
Zm00001eb065710,1.33E-06,0.6076698,2.13E-09,NA,NA,0.002869432,NA,0.000893865,NA,0.000872103
Zm00001eb065790,5.26E-06,0.644091426,7.05E-18,NA,NA,NA,0.000277729,0.007261724,NA,NA
Zm00001eb066060,5.11E-06,0.617256865,1.45E-05,0.001102079,0.004053192,NA,0.001601338,NA,NA,NA
Zm00001eb066100,5.32E-05,0.68794617,0.000850502,0.038771783,0.040309571,0.033829934,0.049833053,0.033214297,NA,0.038600411
Zm00001eb066320,7.55E-07,0.647986229,4.84E-24,NA,NA,0.049146344,4.47E-05,NA,NA,NA
Zm00001eb066480,1.36E-11,0.724734029,1.06E-27,NA,NA,0.017074006,1.64E-06,NA,NA,NA
Zm00001eb066520,5.33E-13,0.841170255,3.72E-12,0.037347074,NA,0.032019396,0.012352097,0.02840076,0.023829188,0.027279554
Zm00001eb066620,5.82E-16,0.778064349,2.53E-05,0.013858138,NA,0.003671228,0.021788514,0.001575381,0.004986886,NA
Zm00001eb066920,9.88E-06,0.605859049,1.97E-23,0.00015816,NA,NA,NA,0.000425665,NA,0.001008334
Zm00001eb067270,4.04E-10,0.734067988,0.004647004,NA,0.000804363,0.017276174,0.00018011,0.04150658,NA,NA
Zm00001eb067330,1.50E-05,0.642495228,1.33E-16,NA,0.000198485,NA,NA,0.028878128,NA,0.013832573
Zm00001eb067510,3.32E-10,0.762344602,0.020858544,NA,0.012314685,0.004649401,0.01667854,NA,NA,NA
Zm00001eb067570,1.61E-14,0.80116532,2.76E-14,NA,NA,NA,0.000382098,NA,0.005107454,0.008525254
Zm00001eb067590,3.60E-13,0.704286854,7.69E-06,NA,5.84E-06,NA,NA,NA,NA,0.006494403
Zm00001eb067700,3.69E-06,0.62625989,1.13E-19,0.018529006,NA,NA,0.001354842,NA,NA,NA
Zm00001eb068120,6.08E-42,0.861005224,7.15E-07,NA,NA,NA,NA,NA,1.35E-08,7.52E-06
Zm00001eb068310,1.46E-08,0.670296209,NA,NA,5.07E-05,NA,NA,NA,NA,0.014653693
Zm00001eb068410,3.37E-14,0.782176981,3.31E-15,NA,NA,NA,3.33E-06,NA,NA,0.002881218
Zm00001eb068420,3.85E-11,0.720145967,3.46E-07,NA,NA,0.008522619,2.06E-05,NA,NA,NA
Zm00001eb068500,5.26E-06,0.60173057,0.00046676,NA,NA,0.00411382,0.030890522,NA,0.040570258,NA
Zm00001eb069040,2.30E-06,0.622895062,2.35E-11,0.036396645,NA,NA,0.000284004,NA,NA,NA
Zm00001eb069150,1.54E-13,0.750372827,NA,NA,NA,NA,4.67E-06,0.001592967,NA,NA
Zm00001eb069210,5.78E-08,0.695277658,5.52E-12,NA,9.46E-05,NA,NA,0.037582987,0.002459825,NA
Zm00001eb069480,3.43E-05,0.706621705,0.029139058,0.007084944,0.025649805,0.005499087,0.01807954,0.005326646,0.014569627,0.00581555
Zm00001eb069630,3.96E-06,0.648021447,4.02E-14,0.049729928,NA,NA,0.000575171,NA,NA,NA
Zm00001eb070110,6.67E-06,0.605182703,7.97E-19,NA,0.000146421,NA,NA,0.01427629,NA,NA
Zm00001eb070150,6.32E-08,0.711063517,7.30E-16,NA,NA,NA,0.002685418,0.045515039,0.016021094,NA
Zm00001eb070460,6.85E-12,0.794398849,2.29E-12,NA,NA,0.008221172,0.001018106,NA,0.007712006,NA
Zm00001eb070490,1.79E-19,0.830916469,NA,NA,NA,NA,2.82E-06,NA,NA,0.001120777
Zm00001eb070520,1.20E-21,0.865413386,5.55E-15,0.001773676,2.14E-07,NA,NA,NA,NA,NA
Zm00001eb070790,8.98E-10,0.716737353,9.47E-13,NA,2.12E-05,NA,NA,NA,NA,0.003150572
Zm00001eb070810,1.35E-24,0.877180253,NA,2.92E-07,0.004391881,NA,NA,NA,NA,0.010705303
Zm00001eb070890,8.40E-10,0.74013862,2.69E-15,NA,NA,NA,0.00097197,0.010837345,0.007103361,NA
Zm00001eb070900,2.45E-09,0.774044571,5.63E-17,0.000892978,NA,0.001881066,0.00786262,0.002539227,NA,NA
Zm00001eb070940,8.69E-08,0.676780379,2.09E-15,NA,NA,NA,4.73E-05,0.007769719,NA,NA
